Fund Name,Category,Subcategory,Plan,isin,scheme_code,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),YTM (%),Macaulay Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),ytm_score,duration_score,maturity_score,credit_score,total_score,fund_rating,Top Holdings Count,Fund URL
ICICI Pru Liquid Dir,debt,Liquid,Direct,INF109K01Q49,120197,6.29,6.97,6.17,Debt: Liquid,6.22,6.92,6.14,6.46,0.1,AAA,0.1,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/15961/
ITI Liquid Dir,debt,Liquid,Direct,INF00XX01283,147157,6.14,6.75,5.97,Debt: Liquid,6.22,6.92,6.14,5.78,0.02,AAA,0.02,1,10,10,9,30,Good,7,https://www.valueresearchonline.com/funds/39839/
Invesco India Liquid Dir,debt,Liquid,Direct,INF205K01MF9,120537,6.31,6.98,6.18,Debt: Liquid,6.22,6.92,6.14,6.56,0.08,AAA,0.08,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/16780/
JM Liquid Dir,debt,Liquid,Direct,INF192K01CM6,120406,6.21,6.91,6.15,Debt: Liquid,6.22,6.92,6.14,6.43,0.07,AAA,0.07,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/16741/
JioBlackRock Liquid Dir,debt,Liquid,Direct,INF22M001010,153651,,,,Debt: Liquid,,,,6.44,0.11,AAA,0.11,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/45288/
Kotak Liquid Dir,debt,Liquid,Direct,INF174K01NE8,119766,6.32,6.98,6.18,Debt: Liquid,6.22,6.92,6.14,6.69,0.1,AAA,0.1,4,10,10,9,33,Good,25,https://www.valueresearchonline.com/funds/16365/
Kotak Nifty 1D Rate Liquid ETF,debt,Liquid,Direct,INF174KA1LV5,151358,5.12,5.99,,Debt: Liquid,5.8,6.7,,5.25,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/43078/
LIC MF Liquid Dir,debt,Liquid,Direct,INF767K01DN1,120249,6.31,6.96,6.17,Debt: Liquid,6.22,6.92,6.14,6.65,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/16822/
Mahindra Manulife Liquid Dir,debt,Liquid,Direct,INF174V01044,139538,6.33,7.01,6.23,Debt: Liquid,6.22,6.92,6.14,6.85,0.13,AAA,0.13,5,10,10,9,34,Good,25,https://www.valueresearchonline.com/funds/32624/
Mirae Asset Liquid Dir,debt,Liquid,Direct,INF769K01CM1,118859,6.26,6.98,6.2,Debt: Liquid,6.22,6.92,6.14,6.76,0.12,AAA,0.12,5,10,10,9,34,Good,25,https://www.valueresearchonline.com/funds/16554/
Mirae Asset Nifty 1D Rate Liquid ETF-Growth,debt,Liquid,Direct,INF769K01KS1,151908,5.11,,,Debt: Liquid,5.8,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/44705/
Mirae Asset Nifty 1D Rate Liquid ETF-IDCW,debt,Liquid,Direct,INF769K01KS1,151908,4.98,,,Debt: Liquid,5.8,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/43679/
Motilal Oswal Liquid Dir,debt,Liquid,Direct,INF247L01734,145834,5.97,6.6,5.82,Debt: Liquid,6.22,6.92,6.14,5.88,0.09,AAA,0.09,1,10,10,9,30,Good,15,https://www.valueresearchonline.com/funds/38515/
Navi Liquid Dir,debt,Liquid,Direct,INF959L01GF1,119164,5.78,6.5,5.95,Debt: Liquid,6.22,6.92,6.14,5.73,0.07,AAA,0.07,1,10,10,9,30,Good,13,https://www.valueresearchonline.com/funds/16473/
Nippon India ETF Nifty 1D Rate Liquid BeES,debt,Liquid,Direct,INF732E01037,140086,4.53,5.32,4.78,Debt: Liquid,5.8,6.7,5.95,5.35,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/1787/
Nippon India Liquid Dir,debt,Liquid,Direct,INF204K01ZH0,118701,6.35,7.01,6.21,Debt: Liquid,6.22,6.92,6.14,6.98,0.13,AAA,0.13,5,10,10,9,34,Good,25,https://www.valueresearchonline.com/funds/16100/
Nippon India Nifty 1D Rate Liquid ETF-Growth,debt,Liquid,Direct,INF204KC1FU1,153725,,,,Debt: Liquid,,,,5.35,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/45364/
PGIM India Liquid Dir,debt,Liquid,Direct,INF223J01NS5,138299,6.36,7.02,6.22,Debt: Liquid,6.22,6.92,6.14,6.57,0.11,AAA,0.11,2,10,10,9,31,Good,24,https://www.valueresearchonline.com/funds/15605/
Parag Parikh Liquid Dir,debt,Liquid,Direct,INF879O01068,143269,6.24,6.71,5.91,Debt: Liquid,6.22,6.92,6.14,6.41,0.11,AAA,0.11,,,,,,N/A,25,https://www.valueresearchonline.com/funds/36013/
Quant Liquid Dir,debt,Liquid,Direct,INF966L01820,120837,6.03,6.83,6.17,Debt: Liquid,6.22,6.92,6.14,6.74,0.15,AAA,0.15,1,10,10,9,30,Good,15,https://www.valueresearchonline.com/funds/17028/
Quantum Liquid Dir,debt,Liquid,Direct,INF082J01127,103734,5.79,6.59,5.87,Debt: Liquid,6.22,6.92,6.14,5.77,0.12,AAA,0.12,1,10,10,9,30,Good,18,https://www.valueresearchonline.com/funds/3389/
SBI Liquid Dir,debt,Liquid,Direct,INF200K01UT4,119800,6.28,6.94,6.16,Debt: Liquid,6.22,6.92,6.14,6.5,0.08,AAA,0.08,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/16302/
SBI NIFTY 1D Rate Liquid ETF-Growth,debt,Liquid,Direct,INF200KB1969,153796,,,,Debt: Liquid,,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/45433/
SBI Nifty 1D Rate Liquid ETF-IDCW,debt,Liquid,Direct,INF200KB1969,153796,4.87,,,Debt: Liquid,5.8,,,,,Cash,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/43870/
Shriram Liquid Dir,debt,Liquid,Direct,INF680P01430,153035,6.15,,,Debt: Liquid,6.22,,,6.57,0.1,AAA,0.1,2,10,10,9,31,Good,14,https://www.valueresearchonline.com/funds/44700/
Shriram Nifty 1D Rate Liquid ETF,debt,Liquid,Direct,INF680P01422,152741,4.86,,,Debt: Liquid,5.8,,,5.31,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/44414/
Sundaram Liquid Dir,debt,Liquid,Direct,INF173K01GU0,149664,6.31,7,6.22,Debt: Liquid,6.22,6.92,6.14,6.53,0.08,AAA,0.08,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/16532/
TRUSTMF Liquid Dir,debt,Liquid,Direct,INF0GCD01255,148841,6.24,6.92,6.14,Debt: Liquid,6.22,6.92,6.14,6.65,0.11,AAA,0.11,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/41413/
Tata Liquid Dir,debt,Liquid,Direct,INF277K01YE6,119861,6.33,7,6.19,Debt: Liquid,6.22,6.92,6.14,6.59,0.1,AAA,0.1,4,10,10,9,33,Good,25,https://www.valueresearchonline.com/funds/16723/
The Wealth Company Liquid Dir,debt,Liquid,Direct,INF2F0001081,153883,,,,Debt: Liquid,,,,6.67,0.13,AAA,0.13,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/45509/
UTI Liquid Dir,debt,Liquid,Direct,INF789F01XQ6,120304,6.36,7,6.21,Debt: Liquid,6.22,6.92,6.14,6.62,0.1,AAA,0.1,3,10,10,9,32,Good,25,https://www.valueresearchonline.com/funds/15758/
Unifi Liquid Dir,debt,Liquid,Direct,INF1MIY01056,153570,6.02,,,Debt: Liquid,6.22,,,5.45,0,CASH,0,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/45229/
Union Liquid Dir,debt,Liquid,Direct,INF582M01674,119303,6.34,7.01,6.22,Debt: Liquid,6.22,6.92,6.14,6.15,0.11,AAA,0.11,2,10,10,9,31,Good,25,https://www.valueresearchonline.com/funds/16419/
WhiteOak Capital Liquid Dir,debt,Liquid,Direct,INF03VN01043,145971,6.2,6.88,5.99,Debt: Liquid,6.22,6.92,6.14,6.1,0.1,AAA,0.1,2,10,10,9,31,Good,22,https://www.valueresearchonline.com/funds/38646/
Zerodha Nifty 1D Rate Liquid ETF,debt,Liquid,Direct,INF0R8F01034,152327,5.04,,,Debt: Liquid,6.22,,,,,Cash,,,,,,,N/A,1,https://www.valueresearchonline.com/funds/44050/
ABSL Long Duration Dir,debt,Long Duration,Direct,INF209KB17J2,150484,1.87,6.63,,Debt: Long Duration,1.75,6.19,,7.8,10.33,AAA,27.64,8,1,1,9,19,Average,25,https://www.valueresearchonline.com/funds/42338/
Axis Long Duration Dir,debt,Long Duration,Direct,INF846K014L3,151179,1.59,6.05,,Debt: Long Duration,1.75,6.19,,7.72,11.72,AAA,,8,1,1,9,19,Average,7,https://www.valueresearchonline.com/funds/42912/
Bandhan Long Duration Dir,debt,Long Duration,Direct,INF194KB1HY2,152520,2.82,,,Debt: Long Duration,1.75,,,7.55,10.82,AAA,26.3,7,1,1,9,18,Average,4,https://www.valueresearchonline.com/funds/44184/
Franklin India Long Duration Fund Dir,debt,Long Duration,Direct,INF090I01XY7,153102,3.51,,,Debt: Long Duration,1.75,,,6.66,4.38,GOI/Cash,8.95,8,2,2,10,22,Average,5,https://www.valueresearchonline.com/funds/44764/
HDFC Long Duration Debt Dir,debt,Long Duration,Direct,INF179KC1ET7,151313,1.53,6.13,,Debt: Long Duration,1.75,6.19,,7.74,11.7,AAA,28.91,8,1,1,9,19,Average,12,https://www.valueresearchonline.com/funds/43050/
ICICI Pru Long Term Bond Dir,debt,Long Duration,Direct,INF109K017L8,120743,1.86,6.57,5.54,Debt: Long Duration,1.75,6.19,5.71,7.89,11.41,AAA,29.18,8,1,1,9,19,Average,20,https://www.valueresearchonline.com/funds/15957/
Kotak Long Duration Dir,debt,Long Duration,Direct,INF174KA1RF5,152491,0.62,,,Debt: Long Duration,1.75,,,7.65,12.95,AAA,13.24,8,1,3,9,21,Average,16,https://www.valueresearchonline.com/funds/44192/
Mirae Asset Long Duration Dir,debt,Long Duration,Direct,INF769K01NC9,153105,1.46,,,Debt: Long Duration,1.75,,,7.53,11.11,AAA,25.67,8,1,1,9,19,Average,5,https://www.valueresearchonline.com/funds/44752/
Nippon India Nivesh Lakshya Long Duration Dir,debt,Long Duration,Direct,INF204KB1YQ1,143704,0.88,6.02,5.88,Debt: Long Duration,1.75,6.19,5.71,7.67,10.61,AAA,21.61,8,1,1,9,19,Average,15,https://www.valueresearchonline.com/funds/36522/
SBI Long Duration Dir,debt,Long Duration,Direct,INF200KA16T4,151214,1.81,6.25,,Debt: Long Duration,1.75,6.19,,7.54,10.83,GOI/Cash,,8,1,1,10,20,Average,4,https://www.valueresearchonline.com/funds/42950/
UTI Long Duration Dir,debt,Long Duration,Direct,INF789F1AYB5,151523,1.33,5.7,,Debt: Long Duration,1.75,6.19,,7.33,8.15,GOI/Cash,19.69,7,2,2,10,21,Average,8,https://www.valueresearchonline.com/funds/43279/
ABSL CRISIL-IBX Fin Srvices 9-12 Months Debt Index Dir,debt,Low Duration,Direct,INF209KC1506,153444,6.08,,,Debt: Low Duration,6.18,,,7.93,0.74,AAA,0.75,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/45079/
ABSL Low Duration Dir,debt,Low Duration,Direct,INF209K01XU7,119523,6.21,7.44,6.69,Debt: Low Duration,6.18,7.39,6.62,7.7,0.91,AAA,0.99,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/15725/
Axis Treasury Advantage Dir,debt,Low Duration,Direct,INF846K01EN1,120513,6.3,7.45,6.57,Debt: Low Duration,6.18,7.39,6.62,7.67,0.9,AAA,1,7,9,8,9,33,Good,25,https://www.valueresearchonline.com/funds/15760/
Bajaj Finserv Low Duration Dir,debt,Low Duration,Direct,INF0QA701CF6,154204,,,,Debt: Low Duration,,,,7.62,0.89,AAA,0.92,6,9,9,9,33,Good,17,https://www.valueresearchonline.com/funds/45824/
Bandhan Low Duration Dir,debt,Low Duration,Direct,INF194K01J77,118371,6.02,7.15,6.25,Debt: Low Duration,6.18,7.39,6.62,7.53,0.95,AAA,0.99,6,9,8,9,32,Good,25,https://www.valueresearchonline.com/funds/16735/
Baroda BNP Paribas Low Duration Dir,debt,Low Duration,Direct,INF251K01GJ7,150169,6.26,7.4,6.48,Debt: Low Duration,6.18,7.39,6.62,7.71,0.8,AAA,0.86,7,9,9,9,34,Good,25,https://www.valueresearchonline.com/funds/16234/
Baroda BNP Paribas Medium Duration-Seg Port 1 Dir,debt,Low Duration,Direct,,150241,,,,,,,,,,,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/40947/
