Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Macaulay Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,ISIN,Scheme Code,Duration Score (3),Maturity Score (3),YTM Score (3),Credit Score (3),Debt Quality (12),Std Dev Score (3),Sharpe Score (3),Sortino Score (3),Mean Return Score (3),Risk & Return (12),Num Stocks Score (2.5),Top10 Score (2.5),Top5 Score (2.5),Top3 Sectors Score (2.5),Diversification (10),PE Score (2),PB Score (2),Valuation (4),Num Securities Score (2),Portfolio Breadth (2),Total Score (40),Risk Category,Fund Rating
Canara Robeco Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,1.16,,,Hybrid: Dynamic Asset Allocation,3.02,,,,,,,,7.12,2.59,AAA,3.39,25,https://www.valueresearchonline.com/funds/44370/,INF760K01LD0,152688,2,2,2,3,9,1,1,1,1,4,2,2,2,2,8,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
DSP Dynamic Asset Allocation Dir,hybrid,Dynamic Asset Allocation,Direct,5.78,11.99,9.61,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.85,6.51,11.37,7.2,2.5,AAA,3.16,25,https://www.valueresearchonline.com/funds/23438/,INF740K01K81,126393,2,2,2,3,9,2,2,2,2,8,2,2,2,2.5,8.5,1.5,1.5,3,1.5,1.5,30,Low Risk,Good
Edelweiss Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,5.37,11.83,10.91,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,1.16,0.63,9.24,11.71,7.07,1.06,AAA,1.14,25,https://www.valueresearchonline.com/funds/17768/,INF754K01BS2,118615,3,3,1,3,10,2,1,1,2,6,2.5,2,2.5,1.5,8.5,1.5,1.5,3,1.5,1.5,29,Low Risk,Good
Franklin India Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,1.74,12.17,,Hybrid: Dynamic Asset Allocation,3.02,11.43,,,,0.74,8.12,11.85,7.95,2.62,AAA,3.28,25,https://www.valueresearchonline.com/funds/42455/,INF090I01WQ5,150481,2,2,2,3,9,1,1,1,1,4,1.5,2,2,2,7.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Franklin India Dynamic Asset Allocation Active FoF Dir*,hybrid,Dynamic Asset Allocation,Direct,1.94,12.02,12.72,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.73,7.83,11.58,,,AAA,,1,https://www.valueresearchonline.com/funds/16024/,INF090I01HV6,118543,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
HDFC Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,1.66,15.17,16.02,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,1.27,0.81,10.81,14.58,7.58,4.35,AAA,7.32,25,https://www.valueresearchonline.com/funds/16055/,INF179K01WA6,118968,2,2,2,3,9,2,2,2,2,8,2.5,2,2.5,2,9,2,1.5,3.5,2,2,31.5,Low Risk,Good
HSBC Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,2.82,11.1,9.47,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,0.89,0.58,7.83,10.44,7.23,2.75,GOI/Cash,3.48,25,https://www.valueresearchonline.com/funds/16259/,INF917K01IN1,151129,2,2,2,3,9,2,1,1,2,6,2,2,2,2.5,8.5,1.5,1.5,3,1.5,1.5,28,Low Risk,Good
Helios Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,5.06,,,Hybrid: Dynamic Asset Allocation,3.02,,,,,,,,,,GOI/Cash,,25,https://www.valueresearchonline.com/funds/44208/,INF0R8701145,152509,1,1,1,3,6,1,1,1,1,4,2,2,2,1.5,7.5,2,1.5,3.5,1.5,1.5,22.5,Moderate Risk,Average
ICICI Pru Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,6.08,12.49,11.58,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,0.9,0.78,7.54,11.75,6.78,2.6,AAA,5.34,25,https://www.valueresearchonline.com/funds/15829/,INF109K012B0,120377,2,2,2,3,9,2,2,2,2,8,2.5,2,2.5,2,9,1.5,1.5,3,2,2,31,Low Risk,Good
ICICI Pru Dynamic Asset Allocation Active FoF Dir*,hybrid,Dynamic Asset Allocation,Direct,4.34,12.69,12.18,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.84,7.3,12.03,,,AAA,,19,https://www.valueresearchonline.com/funds/17406/,INF109K01X16,120679,2,1,2,3,8,2,2,2,2,8,1,1,1,1,4,1,1,2,1,1,23,Moderate Risk,Average
ITI Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,0.71,10.8,9.14,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,0.97,0.57,8.23,10.58,5.83,0.3,AAA,0.31,25,https://www.valueresearchonline.com/funds/40425/,INF00XX01689,147789,2,3,1,3,9,2,1,1,2,6,1.5,2,2,2,7.5,1.5,1.5,3,1.5,1.5,27,Low Risk,Good
Invesco India Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,-0.11,10.84,9.95,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,1.16,0.5,9.24,10.5,7.33,1.85,AAA,2.16,25,https://www.valueresearchonline.com/funds/16740/,INF205K01LN5,120333,2,2,1,3,8,2,1,1,2,6,1.5,1.5,1.5,2,6.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Kotak Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,3.36,10.95,10.12,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.52,8.93,10.5,7.5,4.5,AAA,10.89,25,https://www.valueresearchonline.com/funds/37076/,INF174KA1210,144335,1,1,2,3,7,2,1,1,2,6,2.5,2.5,2.5,2,9.5,1.5,1.5,3,2,2,27.5,Low Risk,Good
LIC MF Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,-2.01,8.5,,Hybrid: Dynamic Asset Allocation,3.02,11.43,,,1.1,0.3,9.02,8.57,6.84,3.92,AAA,5.08,25,https://www.valueresearchonline.com/funds/41810/,INF767K01QY0,149261,2,2,2,3,9,2,1,1,2,6,2,2,2,2,8,2,1.5,3.5,1.5,1.5,28,Low Risk,Good
Mahindra Manulife Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,3.99,13.07,,Hybrid: Dynamic Asset Allocation,3.02,11.43,,,,0.69,10.27,12.99,7.42,2.94,AAA,4.85,25,https://www.valueresearchonline.com/funds/41921/,INF174V01BE0,149406,2,2,2,3,9,2,2,2,2,8,2,2.5,2.5,2,9,1.5,1.5,3,1.5,1.5,30.5,Low Risk,Good
Mirae Asset Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,5.27,12.07,,Hybrid: Dynamic Asset Allocation,3.02,11.43,,,,0.7,8.21,11.6,6.72,3.27,AAA,4.37,25,https://www.valueresearchonline.com/funds/42308/,INF769K01IN6,150470,2,2,1,3,8,2,2,2,2,8,2.5,2.5,2.5,2,9.5,2,1.5,3.5,2,2,31,Low Risk,Good
Motilal Oswal Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,-1.8,6.17,5.72,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.11,15.42,7.58,6.88,1.28,AAA,1.4,18,https://www.valueresearchonline.com/funds/32933/,INF247L01635,139872,1,1,1,3,6,1,1,1,2,5,1,1.5,1.5,2,6,1,1.5,2.5,1,1,20.5,Moderate Risk,Average
NJ Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,0.78,10.06,,Hybrid: Dynamic Asset Allocation,3.02,11.43,,,,0.46,9.59,10.25,5.38,0.08,GOI/Cash,0.08,25,https://www.valueresearchonline.com/funds/41748/,INF0J8L01040,149264,3,3,1,3,10,2,1,1,2,6,2.5,2,2,2,8.5,1.5,1.5,3,2,2,29.5,Low Risk,Good
Nippon India Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,5.18,12.25,10.94,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.7,8.47,11.77,7.86,2.59,AAA,3.64,25,https://www.valueresearchonline.com/funds/17097/,INF204K01G94,118736,2,2,2,3,9,2,2,2,2,8,2,2.5,2.5,2,9,1.5,1.5,3,2,2,31,Low Risk,Good
PGIM India Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,0.36,8.66,8.98,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,1.06,0.3,10.1,8.87,7.49,,AAA,8.78,25,https://www.valueresearchonline.com/funds/41263/,INF663L01V49,148658,1,1,2,3,7,2,1,1,2,6,2,2,2,2,8,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
Parag Parikh Dynamic Asset Allocation Dir,hybrid,Dynamic Asset Allocation,Direct,4.17,,,Hybrid: Dynamic Asset Allocation,3.02,,,,,,,,7.5,3.77,AAA,4.57,25,https://www.valueresearchonline.com/funds/44169/,INF879O01266,152468,2,2,2,3,9,1,1,1,1,4,2,2.5,2.5,2.5,9.5,2,1.5,3.5,2,2,28,Low Risk,Good
Quant Dynamic Asset Allocation Dir,hybrid,Dynamic Asset Allocation,Direct,2.81,19.06,,Hybrid: Dynamic Asset Allocation,3.02,11.43,,,,0.83,16.74,19.7,,,AAA,,11,https://www.valueresearchonline.com/funds/43471/,INF966L01BL5,151713,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1.5,1.5,3,1,1,18,Moderately High Risk,Average
SBI Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,4.65,12.03,,Hybrid: Dynamic Asset Allocation,3.02,11.43,,,1.01,0.76,7.96,11.91,7.41,2.09,AAA,3.1,25,https://www.valueresearchonline.com/funds/41655/,INF200KA1Y73,149134,2,2,2,3,9,2,2,2,2,8,2.5,2.5,2.5,2,9.5,2,2,4,2,2,32.5,Low Risk,Good
SBI Dynamic Asset Allocation Active FoF Dir*,hybrid,Dynamic Asset Allocation,Direct,,,,Hybrid: Dynamic Asset Allocation,,,,,,,,,,,AAA,,10,https://www.valueresearchonline.com/funds/45477/,INF200KB1AA9,153832,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
Samco Dynamic Asset Allocation Dir,hybrid,Dynamic Asset Allocation,Direct,1.03,,,Hybrid: Dynamic Asset Allocation,3.02,,,,,,,,5.8,0.54,GOI/Cash,0.56,25,https://www.valueresearchonline.com/funds/43873/,INF0K1H01131,152188,2,3,1,3,9,1,1,1,1,4,2.5,2,2,1.5,8,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
Shriram Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,0.42,8.08,7.86,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.23,10.95,8.39,7.47,1.96,GOI/Cash,2.18,25,https://www.valueresearchonline.com/funds/40003/,INF680P01208,147406,2,2,2,3,9,2,1,1,2,6,2,1.5,2,2,7.5,2,1.5,3.5,1.5,1.5,27.5,Low Risk,Good
Sundaram Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,1.78,10.26,9.84,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,1.2,0.44,9.26,9.91,7.04,3.75,AAA,5.62,25,https://www.valueresearchonline.com/funds/16642/,,148026,2,2,2,3,9,2,1,1,2,6,2,2,2,2,8,1.5,1.5,3,1.5,1.5,27.5,Low Risk,Good
Tata Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,4.75,10.63,10.62,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.52,8.43,10.27,7.67,4.12,AAA,7.43,25,https://www.valueresearchonline.com/funds/38707/,INF277K013S8,146010,2,2,2,3,9,2,1,1,2,6,2,2.5,2.5,2,9,1.5,1.5,3,2,2,29,Low Risk,Good
The Wealth Company Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,,,,Hybrid: Dynamic Asset Allocation,,,,,,,,,,,AAA,,25,https://www.valueresearchonline.com/funds/45771/,INF2F0001479,154185,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,15,Moderately High Risk,Average
UTI Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,0.24,,,Hybrid: Dynamic Asset Allocation,3.02,,,,,,,,7.13,1.59,AAA,1.8,25,https://www.valueresearchonline.com/funds/43666/,INF789F1AYV3,151885,2,2,1,3,8,1,1,1,1,4,2,2,2,2,8,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
UTI Unit Linked Insurance Dir,hybrid,Dynamic Asset Allocation,Direct,0.37,7.83,7.35,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.23,6.54,7.38,7.63,5.42,AAA,8.49,25,https://www.valueresearchonline.com/funds/17462/,,120784,1,1,2,3,7,2,1,1,2,6,2,2,2,2.5,8.5,1,1,2,1.5,1.5,25,Moderate Risk,Average
Unifi Dynamic Asset Allocation Dir,hybrid,Dynamic Asset Allocation,Direct,7.81,,,Hybrid: Dynamic Asset Allocation,3.02,,,,,,,,10.45,1.37,AAA,1.89,25,https://www.valueresearchonline.com/funds/45026/,INF1MIY01015,153376,2,2,3,3,10,1,1,1,1,4,2.5,2,2,2.5,9,2,2,4,2,2,29,Low Risk,Good
Union Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,2.93,9.45,8.52,Hybrid: Dynamic Asset Allocation,3.02,11.43,10.25,,,0.36,8.8,9.04,7.01,2.82,AAA,3.5,25,https://www.valueresearchonline.com/funds/34862/,INF582M01DE9,142038,2,2,2,3,9,2,1,1,2,6,2,2.5,2.5,2,9,1.5,1.5,3,1.5,1.5,28.5,Low Risk,Good
WhiteOak Capital Balanced Advantage Dir,hybrid,Dynamic Asset Allocation,Direct,3.32,12.49,,Hybrid: Dynamic Asset Allocation,3.02,11.43,,,,0.71,8.91,12.15,6.98,2.15,AAA,2.46,25,https://www.valueresearchonline.com/funds/43008/,INF03VN01738,151267,2,2,2,3,9,2,2,2,2,8,2.5,2,2,2,8.5,1.5,1.5,3,2,2,30.5,Low Risk,Good
ABSL Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,5.01,11.51,9.83,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.61,8.71,11.2,7.8,2.8,AAA,3.77,25,https://www.valueresearchonline.com/funds/797/,INF084M01AB8,131666,2,2,2,3,9,2,2,2,2,8,2.5,2.5,2.5,2,9.5,1.5,1.5,3,2,2,31.5,Low Risk,Good
ABSL Dynamic Asset Allocation Omni FoF Reg,hybrid,Dynamic Asset Allocation,Regular,3.97,14,12.16,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.71,11.21,13.82,,,AAA,,8,https://www.valueresearchonline.com/funds/12661/,INF084M01101,132180,1,1,1,3,6,2,2,2,2,8,1,1,1,1,4,1,1,2,1,1,21,Moderate Risk,Average
Axis Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,2.5,11.98,10.06,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,1.12,0.64,8.58,11.4,7.15,2.22,AAA,2.64,25,https://www.valueresearchonline.com/funds/34465/,INF846K01A52,141644,2,2,2,3,9,2,2,2,2,8,2.5,2,2,2,8.5,1.5,1.5,3,2,2,30.5,Low Risk,Good
Axis Retirement-Dynamic Plan Reg,hybrid,Dynamic Asset Allocation,Regular,-1.03,10.95,8.54,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.44,13.47,11.79,6.88,7.33,GOI/Cash,17.37,25,https://www.valueresearchonline.com/funds/40431/,INF846K01T44,147828,1,1,2,3,7,1,1,1,2,5,2.5,2,2,1.5,8,1.5,1.5,3,1.5,1.5,24.5,Moderate Risk,Average
Bajaj Finserv Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,2.03,,,Hybrid: Dynamic Asset Allocation,1.77,,,,1.35,,,,7.32,1.65,AAA,3.04,25,https://www.valueresearchonline.com/funds/43875/,INF0QA701680,152196,2,2,2,3,9,1,1,1,1,4,1.5,1.5,2,1.5,6.5,1.5,1.5,3,1.5,1.5,24,Moderate Risk,Average
Bandhan Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,4,9.35,7.98,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.41,8.26,9.29,7.32,1.59,AAA,2.81,25,https://www.valueresearchonline.com/funds/28340/,INF194KA1UE8,131357,1,1,2,3,7,2,1,1,2,6,2.5,2,2,2,8.5,1.5,1.5,3,2,2,26.5,Moderate Risk,Average
Bank of India Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,5.67,9.9,10.23,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.41,9.79,9.91,6.57,1.32,AAA,1.48,25,https://www.valueresearchonline.com/funds/24754/,INF761K01BR9,127849,2,2,2,3,9,2,1,1,2,6,2,2,2,2,8,2,1.5,3.5,1.5,1.5,28,Low Risk,Good
Baroda BNP Paribas Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,5.89,12.75,11.49,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,1.43,0.62,11.68,13.1,7.5,2.78,AAA,4.89,25,https://www.valueresearchonline.com/funds/38111/,INF955L01HC4,145387,2,2,2,3,9,2,2,1,2,7,2,2.5,2.5,2,9,1.5,1.5,3,1.5,1.5,29.5,Low Risk,Good
Canara Robeco Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-0.2,,,Hybrid: Dynamic Asset Allocation,1.77,,,,,,,,7.12,2.59,AAA,3.39,25,https://www.valueresearchonline.com/funds/44368/,INF760K01LA6,152690,2,2,2,3,9,1,1,1,1,4,2,2,2,2,8,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
DSP Dynamic Asset Allocation Reg,hybrid,Dynamic Asset Allocation,Regular,4.49,10.64,8.27,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.66,6.51,10.15,7.2,2.5,AAA,3.16,25,https://www.valueresearchonline.com/funds/23436/,INF740K01K57,126394,2,2,2,3,9,2,2,2,2,8,2,2,2,2.5,8.5,1.5,1.5,3,1.5,1.5,30,Low Risk,Good
Edelweiss Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,4.16,10.51,9.54,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,1.16,0.5,9.23,10.53,7.07,1.06,AAA,1.14,25,https://www.valueresearchonline.com/funds/10607/,INF754K01285,112117,3,3,1,3,10,2,1,1,2,6,2.5,2,2.5,1.5,8.5,1.5,1.5,3,1.5,1.5,29,Low Risk,Good
Franklin India Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,0.28,10.45,,Hybrid: Dynamic Asset Allocation,1.77,10.04,,,,0.55,8.1,10.29,7.95,2.62,AAA,3.28,25,https://www.valueresearchonline.com/funds/42453/,INF761K01BR9,127849,2,2,2,3,9,1,1,1,1,4,1.5,2,2,2,7.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Franklin India Dynamic Asset Allocation Active FoF Reg,hybrid,Dynamic Asset Allocation,Regular,1.03,11,11.68,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.61,7.82,10.67,,,AAA,,1,https://www.valueresearchonline.com/funds/1915/,INF200KB1977,153831,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
HDFC Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,1.06,14.48,15.3,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,1.27,0.75,10.81,13.97,7.58,4.35,AAA,7.32,25,https://www.valueresearchonline.com/funds/842/,INF917K01KW8,151126,2,2,2,3,9,2,2,2,2,8,2.5,2,2.5,2,9,2,1.5,3.5,2,2,31.5,Low Risk,Good
HSBC Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,1.51,9.64,8.02,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,0.89,0.42,7.82,9.11,7.23,2.75,GOI/Cash,3.48,25,https://www.valueresearchonline.com/funds/12058/,INF917K01KY4,151127,2,2,2,3,9,2,1,1,2,6,2,2,2,2.5,8.5,1.5,1.5,3,1.5,1.5,28,Low Risk,Good
Helios Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,3.53,,,Hybrid: Dynamic Asset Allocation,1.77,,,,,,,,,,GOI/Cash,,25,https://www.valueresearchonline.com/funds/44206/,INF0R8701111,152512,1,1,1,3,6,1,1,1,1,4,2,2,2,1.5,7.5,2,1.5,3.5,1.5,1.5,22.5,Moderate Risk,Average
ICICI Pru Balanced Advantage,hybrid,Dynamic Asset Allocation,Regular,5.5,11.83,10.9,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,0.9,0.7,7.53,11.15,6.78,2.6,AAA,5.34,25,https://www.valueresearchonline.com/funds/3906/,INF109K01EG8,104686,2,2,2,3,9,2,2,2,2,8,2.5,2,2.5,2,9,1.5,1.5,3,2,2,31,Low Risk,Good
ICICI Pru Dynamic Asset Allocation Active FoF*,hybrid,Dynamic Asset Allocation,Regular,3.26,11.52,10.96,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.7,7.3,10.98,,,AAA,,19,https://www.valueresearchonline.com/funds/1934/,INF769K01FV5,148416,2,1,2,3,8,2,2,2,2,8,1,1,1,1,4,1,1,2,1,1,23,Moderate Risk,Average
ITI Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-1.01,8.89,7.11,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,0.97,0.36,8.22,8.83,5.83,0.3,AAA,0.31,25,https://www.valueresearchonline.com/funds/40423/,INF00XX01655,147787,2,3,1,3,9,2,1,1,2,6,1.5,2,2,2,7.5,1.5,1.5,3,1.5,1.5,27,Low Risk,Good
Invesco India Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-1.41,9.39,8.5,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,1.16,0.36,9.23,9.17,7.33,1.85,AAA,2.16,25,https://www.valueresearchonline.com/funds/5566/,INF205K01213,106317,2,2,1,3,8,2,1,1,2,6,1.5,1.5,1.5,2,6.5,1.5,1.5,3,1.5,1.5,25,Moderate Risk,Average
Kotak Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,2.24,9.71,8.83,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.39,8.92,9.36,7.5,4.5,AAA,10.89,25,https://www.valueresearchonline.com/funds/37074/,INF174KA1186,144333,1,1,2,3,7,2,1,1,2,6,2.5,2.5,2.5,2,9.5,1.5,1.5,3,2,2,27.5,Low Risk,Good
LIC MF Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-3.41,6.82,,Hybrid: Dynamic Asset Allocation,1.77,10.04,,,1.1,0.13,8.99,7,6.84,3.92,AAA,5.08,25,https://www.valueresearchonline.com/funds/41808/,INF767K01QV6,149259,2,2,2,3,9,2,1,1,2,6,2,2,2,2,8,2,1.5,3.5,1.5,1.5,28,Low Risk,Good
Mahindra Manulife Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,2.3,11.19,,Hybrid: Dynamic Asset Allocation,1.77,10.04,,,,0.53,10.25,11.3,7.42,2.94,AAA,4.85,25,https://www.valueresearchonline.com/funds/41919/,INF174V01BB6,149404,2,2,2,3,9,2,2,2,2,8,2,2.5,2.5,2,9,1.5,1.5,3,1.5,1.5,30.5,Low Risk,Good
Mirae Asset Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,3.87,10.53,,Hybrid: Dynamic Asset Allocation,1.77,10.04,,,,0.53,8.2,10.22,6.72,3.27,AAA,4.37,25,https://www.valueresearchonline.com/funds/42306/,INF769K01IK2,150473,2,2,1,3,8,2,2,2,2,8,2.5,2.5,2.5,2,9.5,2,1.5,3.5,2,2,31,Low Risk,Good
Motilal Oswal Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-3.16,4.81,4.38,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.03,15.42,6.29,6.88,1.28,AAA,1.4,18,https://www.valueresearchonline.com/funds/32930/,INF247L01593,139871,1,1,1,3,6,1,1,1,2,5,1,1.5,1.5,2,6,1,1.5,2.5,1,1,20.5,Moderate Risk,Average
NJ Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-0.52,8.67,,Hybrid: Dynamic Asset Allocation,1.77,10.04,,,,0.32,9.58,8.97,5.38,0.08,GOI/Cash,0.08,25,https://www.valueresearchonline.com/funds/41746/,INF0J8L01024,149266,3,3,1,3,10,2,1,1,2,6,2.5,2,2,2,8.5,1.5,1.5,3,2,2,29.5,Low Risk,Good
Nippon India Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,3.96,10.93,9.56,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,,0.56,8.46,10.57,7.86,2.59,AAA,3.64,25,https://www.valueresearchonline.com/funds/2510/,INF663L01V80,148660,2,2,2,3,9,2,2,2,2,8,2,2.5,2.5,2,9,1.5,1.5,3,2,2,31,Low Risk,Good
PGIM India Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,-1.31,6.86,7.1,Hybrid: Dynamic Asset Allocation,1.77,10.04,8.88,,1.06,0.13,10.08,7.17,7.49,,AAA,8.78,25,https://www.valueresearchonline.com/funds/41261/,INF663L01V72,148657,1,1,2,3,7,2,1,1,2,6,2,2,2,2,8,1.5,1.5,3,1.5,1.5,25.5,Moderate Risk,Average
Parag Parikh Dynamic Asset Allocation Reg,hybrid,Dynamic Asset Allocation,Regular,3.85,,,Hybrid: Dynamic Asset Allocation,1.77,,,,,,,,7.5,3.77,AAA,4.57,25,https://www.valueresearchonline.com/funds/44167/,INF879O01233,152464,2,2,2,3,9,1,1,1,1,4,2,2.5,2.5,2.5,9.5,2,1.5,3.5,2,2,28,Low Risk,Good
Quant Dynamic Asset Allocation Reg,hybrid,Dynamic Asset Allocation,Regular,1.35,17.3,,Hybrid: Dynamic Asset Allocation,1.77,10.04,,,,0.74,16.71,18.19,,,AAA,,11,https://www.valueresearchonline.com/funds/43469/,INF966L01BO9,151714,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1.5,1.5,3,1,1,18,Moderately High Risk,Average
SBI Balanced Advantage Reg,hybrid,Dynamic Asset Allocation,Regular,3.79,11.06,,Hybrid: Dynamic Asset Allocation,1.77,10.04,,,1.01,0.65,7.95,11.03,7.41,2.09,AAA,3.1,25,https://www.valueresearchonline.com/funds/41653/,INF200KA1Y40,149132,2,2,2,3,9,2,2,2,2,8,2.5,2.5,2.5,2,9.5,2,2,4,2,2,32.5,Low Risk,Good
SBI Dynamic Asset Allocation Active FoF Reg,hybrid,Dynamic Asset Allocation,Regular,,,,Hybrid: Dynamic Asset Allocation,,,,,,,,,,,AAA,,10,https://www.valueresearchonline.com/funds/45475/,INF200KB1977,153831,1,1,1,3,6,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,17,Moderately High Risk,Average
