Stock_Name,Symbol,ISIN,BSE_Code,Sector,Industry,Market_Cap(crores),Market_Cap_Category,Star_Rating,Quality_Score,Growth_Score,Valuation_Score,Momentum_Score,ROE,ROCE,ROA,Operating_Margin,Net_Margin,Revenue_Growth_1Y,Revenue_Growth_3Y,Revenue_Growth_5Y,Profit_Growth_1Y,Profit_Growth_3Y,Profit_Growth_5Y,EPS_Growth,PE,Industry_PE,PB,PEG,Dividend_Yield,Debt_Equity,Piotroski_Score,Return_1M,Return_6M,Return_1Y,Return_3Y,Return_5Y,Beta,Volatility,Promoter_Holding,FII_Holding,DII_Holding,VRO_URL,Revenue_Score,Profit_Score,Fund_Quality_Score,Profitability_Score,Financial_Strength_Score,Fund_Valuation_Score,Fundamental_Available_Max,Fundamental_Raw_Score,Fundamental_Data_Available,Fundamental_Score,VR_Available_Weight,VR_Raw_Weighted_Score,VR_Score,VR_Data_Available,Final_Stock_Score,Final_Rating,Confidence_Level
Jai Corp Limited,JAICORPLTD,INE070D01027,512237,Basic Materials,Specialty Chemicals,2034,Small Cap,,8,6,7,7,4.6,5.7,11.2,8.3,32.88,-0.6,-4.7,1.8,155,57.8,13.7,156.3,12,18.88,1.4,0.08,0,0,4,-3.04,-13.93,9.73,16.08,10.28,1.95,48.37,73.92,0.8,1.53,https://www.valueresearchonline.com/stocks/42729/jai-corp-ltd/,5,20,5,10,15,15,115,70,High,60.87,0.6,42.5,70.83,Medium,64.36,Good,High
Zota Health Care LImited,ZOTA,INE358U01012,,Healthcare,Biotechnology,4812,Small Cap,,1,4,2,9,-36.2,-28.1,-9.4,-11.9,-13.73,83.9,56.7,38.2,-25.4,-310.7,-332.7,-11.5,,44.62,7.1,,0.1,0,2,16.51,-6.53,45.08,56.41,50.16,1.239,44.72,49.38,8.22,6.02,https://www.valueresearchonline.com/stocks/202320/zota-health-care-ltd/,20,5,5,5,15,,100,50,High,50,0.6,20,33.33,Medium,44.17,Average,High
Lahoti Overseas Limited,LAHOTIOV,INE515C01023,531842,Consumer Cyclical,Textile Manufacturing,134,Small Cap,,,,,,6.7,10.9,5.8,0.7,3.66,-26.6,6.3,-4,9.3,-2.7,12,9.2,9.3,58.86,0.6,1.01,0.4,0,4,2.61,,2.18,12.3,10.59,,50.15,59.81,0,0,https://www.valueresearchonline.com/stocks/43036/lahoti-overseas-ltd/,5,15,12,5,15,15,115,67,High,58.26,0,0,0,None,58.26,Average,Medium
The Jammu & Kashmir Bank Limited,J&KBANK,INE168A01041,532209,Financial Services,Banks—Regional,17443,Small Cap,,,,,,17.5,20.5,1.3,,17.95,,,,,,,13.3,7.4,10.09,1.2,0.56,0,,2,13.12,59.95,48.62,41.01,31.85,1.548,34.67,59.4,8.35,2.1,https://www.valueresearchonline.com/stocks/42751/the-jammu-kashmir-bank-ltd/,,,18,15,15,15,75,63,Medium,84,0,0,0,None,84,Excellent,Medium
Valiant Laboratories Limited,VALIANTLAB,INE0JWS01017,543998,Healthcare,Drug Manufacturers—Specialty & Generic,362,Small Cap,,1,3,3,3,-0.9,-0.4,-0.8,0.2,-1.27,78,-22.9,,-48.7,-142.8,,-16.9,,50.65,1.2,,0,0.1,3,-11.55,-4.75,-36.14,,,0.965,48.29,74.94,0.2,0,https://www.valueresearchonline.com/stocks/325022/valiant-laboratories-ltd/,,,5,5,15,,60,25,Medium,41.67,0.6,14,23.33,Medium,35.25,Poor,High
Fractal Analytics Limited,FRACTAL,INE212S01015,544700,Technology,Software—Infrastructure,169,Small Cap,2,2,2,6,,63.1,29.7,16.1,12.7,9.41,34.7,,,227.4,,,227.4,13.3,23.58,2.3,0.06,0,1.8,4,2.26,-1.01,,,,0.981,51.65,69.07,15.17,5.18,https://www.valueresearchonline.com/stocks/371385/fractal-industries-ltd/,,,25,10,7,15,75,57,Medium,76,0.9,32,35.56,High,61.85,Good,High
Vertoz Limited,VERTOZ,INE188Y01031,,Technology,Software—Infrastructure,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,-44.84,,,,1.49,53.98,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
GACM Technologies Limited,GATECH,INE224E01028,531723,Financial Services,Asset Management,55,Small Cap,,,,,,14.5,16.4,8.7,35.6,40.91,60.2,28.2,-3.9,108.5,105.7,19.8,8.3,6.4,25,0.6,0.77,0,0,5,-1.96,-12.73,-47.37,-23.54,-4.58,1.015,56.32,0.91,0.35,0,https://www.valueresearchonline.com/stocks/41458/gacm-technologies-ltd/,5,20,18,20,15,15,115,93,High,80.87,0,0,0,None,80.87,Excellent,Medium
Emmbi Industries Limited,EMMBI,INE753K01015,533161,Consumer Cyclical,Packaging & Containers,185,Small Cap,,,,,,3.4,7.7,1.8,6.8,1.75,12.2,6.9,10.6,32.9,2.1,2.7,15.4,23.4,18.88,0.9,1.52,0.3,0.2,5,16.37,34.45,-11.37,2.77,-0.72,1.059,36.86,62.95,0,0,https://www.valueresearchonline.com/stocks/45340/emmbi-industries-ltd/,15,5,5,10,15,15,115,65,High,56.52,0,0,0,None,56.52,Average,Medium
Jayant Agro Organics Limited,JAYAGROGN,INE785A01026,524330,Basic Materials,Specialty Chemicals,630,Small Cap,3,1,7,6,6,9.6,13.3,5.6,3.4,2.08,-4.8,-4.6,8,-8.2,0.7,1,-8.2,12.5,38.43,1,,1.7,0,4,-3.04,1.54,9.73,16.08,10.28,0.962,38.36,67.13,0.04,0,https://www.valueresearchonline.com/stocks/42765/jayant-agro-organics-ltd/,15,5,12,5,15,15,115,67,High,58.26,1,51.5,51.5,High,55.89,Average,High
Laxmi Dental Limited,LAXMIDENTL,INE0WO601020,544339,Healthcare,Medical Instruments & Supplies,1236,Small Cap,,7,4,4,2,21.4,25,9.1,9.9,10.43,16.2,20.4,,-22.3,51.6,,-46.5,42.6,37.15,5.1,,0,0,5,-9.84,-16.87,-47.51,,,1.365,52.51,41.77,31.2,0.21,https://www.valueresearchonline.com/stocks/356614/laxmi-dental-ltd/,,,25,5,15,7,75,52,Medium,69.33,0.6,28,46.67,Medium,61.4,Good,High
Garware Technical Fibres Limited,GARFIBRES,INE276A01018,509557,Consumer Cyclical,Textile Manufacturing,7114,Small Cap,4,10,5,5,5,18.7,24.7,10.9,16.3,13.02,-0.7,5.4,8.1,-9.9,6.6,5.7,-14.3,35.8,28.9,5.7,,0.1,0,4,2.61,4.92,2.18,12.3,10.59,0.813,35.85,53.36,9.12,0.89,https://www.valueresearchonline.com/stocks/42147/garware-technical-fibres-ltd/,10,10,25,20,15,11,115,91,High,79.13,1,72,72,High,76.63,Good,High
Zydus Lifesciences Limited,ZYDUSLIFE,INE010B01027,532321,Healthcare,Drug Manufacturers—Specialty & Generic,109875,Mid Cap,5,9,7,5,8,21.1,26.1,11.2,21.9,18.56,16.8,16.3,13.4,16.2,32.5,18.8,11.4,21.8,35.73,4.2,1.91,0.1,0.1,5,6.01,25.19,14.19,25.51,12.25,0.772,22.18,75,6.95,6.32,https://www.valueresearchonline.com/stocks/41487/zydus-lifesciences-ltd/,20,20,25,20,15,15,115,115,High,100,1,84,84,High,94.4,Excellent,High
Igarashi Motors India Limited,IGARASHI,INE188B01013,517380,Consumer Cyclical,Auto Parts,1490,Small Cap,2,3,6,3,7,5.3,8.1,1.5,3,1.39,3.3,9.7,10.2,-49.7,32.4,-13.9,-49.7,122.7,32.28,3.2,,0.3,0,5,23.04,5.82,0.71,-1.61,0.05,1.573,48.18,54.46,0.13,1.39,https://www.valueresearchonline.com/stocks/42519/igarashi-motors-india-ltd/,15,5,5,5,15,3,115,48,High,41.74,1,42.5,42.5,High,42.01,Average,High
TBI Corn Limited,TBI,INE0N2D01013,,Consumer Defensive,Food Processing,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
HP Adhesives Limited,HPAL,INE0GSL01024,543433,Basic Materials,Specialty Chemicals,329,Small Cap,2,4,6,5,3,10.3,14.4,3,2.9,2.76,1.3,2.9,24.3,-58.1,-14.6,42,-61.4,47.2,21.28,1.8,,1.1,0,5,-0.81,-15.22,-30.05,-25.44,,1.505,40.6,71.35,0.02,0,https://www.valueresearchonline.com/stocks/290070/hp-adhesives-ltd/,20,20,12,5,15,7,115,79,High,68.7,1,43.5,43.5,High,59.88,Average,High
Infosys Limited,INFY,INE009A01021,500209,Technology,Information Technology Services,422556,Large Cap,4,10,7,8,1,31.7,42.8,19.6,19.5,16.5,9.6,6.8,12.2,13.7,8,9.4,11.5,14.4,29.37,4.6,1.25,4.6,0,5,-11.35,-18.55,-34.17,-6.28,-7.76,0.745,28.77,14.38,28.45,19.9,https://www.valueresearchonline.com/stocks/42621/infosys-ltd/,15,10,25,15,15,15,115,95,High,82.61,1,75.5,75.5,High,80.12,Excellent,High
Jagran Prakashan Limited,JAGRAN,INE199G01027,532705,Communication Services,Publishing,1415,Small Cap,4,5,6,9,5,4.8,7.6,6.8,8.7,10.5,-0.6,0.4,7.8,50.4,5.1,15.3,50.4,7.2,12.4,0.7,0.14,15.4,0,4,-5.41,2.3,-8.47,-5.42,-0.86,0.442,18.55,68.99,2.24,0.06,https://www.valueresearchonline.com/stocks/42723/jagran-prakashan-ltd/,10,20,5,10,15,15,115,75,High,65.22,1,69.5,69.5,High,66.72,Good,High
Emcure Pharmaceuticals Limited,EMCURE,INE168P01015,544210,Healthcare,Drug Manufacturers—Specialty & Generic,35696,Small Cap,,5,6,4,9,19.2,22.5,10.5,15.4,10.04,16.6,10.5,9.4,37.6,0.2,47.7,34.2,38.6,50.65,7.2,1.13,0.2,0.1,5,9.72,28.24,39.38,,,0.552,32.52,77.64,3.35,1.17,https://www.valueresearchonline.com/stocks/337261/emcure-pharmaceuticals-ltd/,15,20,25,15,15,11,115,101,High,87.83,0.6,34,56.67,Medium,76.92,Good,High
Jain Resource Recycling Limited,JAINREC,INE0YD401026,544537,Basic Materials,Other Industrial Metals & Mining,12075,Small Cap,3,7,6,5,1,41.6,27,20.9,5.7,3.66,48.4,29.2,,60.1,34.5,,3.2,34.6,27.43,7.7,10.81,0,0,5,-9.17,-16.64,,,,0.675,57.6,73.59,3.02,3.98,https://www.valueresearchonline.com/stocks/370011/jain-resource-recycling-ltd/,,,25,10,15,11,75,61,Medium,81.33,1,55.5,55.5,High,72.29,Good,High
IPCA Laboratories Limited,IPCALAB,INE571A01038,524494,Healthcare,Drug Manufacturers—Specialty & Generic,41042,Mid Cap,4,7,7,4,7,11.9,15.3,9.9,16.2,11.83,7.9,15.6,12.2,42.3,36.7,1.1,54.7,36,35.73,5.1,0.66,0.4,0,5,1.01,27.48,21.28,30.56,9.99,-0.053,29.9,44.72,10.63,6.21,https://www.valueresearchonline.com/stocks/42675/ipca-laboratories-ltd/,20,5,18,15,15,11,115,84,High,73.04,1,69.5,69.5,High,71.8,Good,High
VIP Industries Limited,VIPIND,INE054A01027,507880,Consumer Cyclical,Footwear & Accessories,4435,Small Cap,1,1,5,2,3,-10.9,-1.1,-19.5,-19.8,-18.19,-14.7,-3.7,24.6,-459.5,-234.3,-218.1,-391.2,,191.48,15.3,,0,0,1,3.05,-21.09,-28.39,-20.26,-4.1,1.117,37.77,42.19,7.06,2.41,https://www.valueresearchonline.com/stocks/45033/vip-industries-ltd/,20,5,5,5,15,,100,50,High,50,1,23.5,23.5,High,40.73,Average,High
RPSG VENTURES LIMITED,RPSGVENT,INE425Y01011,542333,Technology,Information Technology Services,2951,Small Cap,2,1,7,3,7,6.3,16.5,-0.5,9.9,-1.22,17.8,16.5,15.1,-125.1,16,11.3,-181.4,,39.68,1.2,,0,1.2,3,-2,15.19,-2.19,25.69,11.42,1.038,46.87,63.51,3.27,1.95,https://www.valueresearchonline.com/stocks/238883/rpsg-ventures-ltd/,20,15,12,5,7,,100,59,High,59,1,40,40,High,52.35,Average,High
Pilani Investment and Industries Corporation Limited,PILANIINVS,INE417C01014,539883,Financial Services,Asset Management,4871,Small Cap,2,4,7,4,3,0.4,1.4,0.3,88.4,22.97,-6.4,0.5,7.3,-44.7,-17.9,-4.2,-68.5,156.8,33.92,0.3,,0.2,0.2,4,-5.12,-15.6,-14.59,32.23,17.17,1.059,27.89,58.68,0.43,0.51,https://www.valueresearchonline.com/stocks/43782/pilani-investment-and-industries-corporation-ltd/,10,5,5,15,15,15,115,65,High,56.52,1,43.5,43.5,High,51.96,Average,High
Havells India Limited,HAVELLS,INE176B01034,517354,Industrials,Electrical Equipment & Parts,73927,Mid Cap,3,10,6,4,1,19,25.7,11.5,7.9,7.5,3.4,10,16.6,17.1,17.2,10.6,14.8,43.7,152.08,7.8,2.95,0.8,0,5,2.61,11.3,2.18,12.3,10.59,1.119,23.54,59.38,16.93,10.87,https://www.valueresearchonline.com/stocks/42379/havells-india-ltd/,20,15,25,10,15,7,115,92,High,80,1,60,60,High,73,Good,High
DCB Bank Limited,DCBBANK,INE503A01015,532772,Financial Services,Banks—Regional,5991,Small Cap,5,5,8,7,9,12.7,10.8,0.9,,9.89,,,,,,,17.1,8.2,10.09,1,0.48,0.8,1,2,2.65,8.52,31.09,18.14,12.14,1.524,37.37,0.76,12.64,8.6,https://www.valueresearchonline.com/stocks/41789/dcb-bank-ltd/,,,12,10,15,15,75,52,Medium,69.33,1,81.5,81.5,High,73.59,Good,High
EPL Limited,EPL,INE255A01020,500135,Consumer Cyclical,Packaging & Containers,7342,Small Cap,4,6,7,6,7,16.6,18.1,8.9,12.2,8.17,13,8.8,9,13.8,21.9,10.5,7.9,18.9,18.88,2.6,2.39,0,0.1,5,-3.04,12.77,9.73,16.08,10.28,1.075,30.14,,17.22,3.23,https://www.valueresearchonline.com/stocks/41972/epl-ltd/,10,15,25,15,15,15,115,95,High,82.61,1,70.5,70.5,High,78.37,Good,High
Dilip Buildcon Limited,DBL,INE917M01012,540047,Industrials,Engineering & Construction,7438,Small Cap,2,1,5,4,5,18.3,17,7.2,16.3,14.49,-20.4,-5.5,-2.4,-7.1,38.9,10.6,82.9,5.7,22.69,1.1,0.07,0.2,0.8,4,6.93,-9.84,-5.93,25.39,-4.09,1.07,35.06,63.14,1.97,2.99,https://www.valueresearchonline.com/stocks/117728/dilip-buildcon-ltd/,5,15,18,20,11,15,115,84,High,73.04,1,36.5,36.5,High,60.25,Good,High
Shree Vasu Logistics Limited,SVLL,INE00CE01017,,Industrials,Trucking,818,Small Cap,,1,6,1,7,6.7,16.7,2.6,9.4,2.68,53.3,30.6,18.6,164.2,45.5,-3.9,164,141.6,228.17,,0.86,0,1.6,4,26.59,1.39,-2.27,60.03,62.91,0.3,44.05,73.65,0,0,https://www.valueresearchonline.com/stocks/216882/shree-vasu-logistics-ltd/,20,5,18,10,7,3,115,63,High,54.78,0.6,19.5,32.5,Medium,46.98,Average,High
Shipping Corporation of India Land and Assets Limited,SCILAL,INE0PB301013,544142,Real Estate,Real Estate Services,2086,Small Cap,,1,4,3,5,-6.1,2.1,0.8,-189.4,126.09,27.3,,,115.2,-4872.5,,115.2,72.4,618.16,0.7,0.63,1.2,0,3,-1.45,-7.34,-16.17,,,1.154,32.43,63.75,1.04,6.2,https://www.valueresearchonline.com/stocks/318156/shipping-corporation-of-india-land-and-assets-ltd/,,,5,5,15,3,75,28,Medium,37.33,0.6,17.5,29.17,Medium,34.47,Poor,High
Essar Shipping Limited,ESSARSHPNG,INE122M01019,533704,Industrials,Marine Shipping,480,Small Cap,,,,,,0,0,-36.3,-941.6,-5600,-82.7,-69.2,-67.3,-117.8,10.9,14.6,-117,,15.04,-0.2,,0,-0.7,1,-2.11,-15.29,-22.75,26.05,14.12,1.684,55.28,3.32,0,0.01,https://www.valueresearchonline.com/stocks/45670/essar-shipping-ltd/,5,15,5,5,15,,100,45,High,45,0,0,0,None,45,Average,Medium
Syrma SGS Technology Limited,SYRMA,INE0DYJ01015,543573,Technology,Electronic Components,27737,Small Cap,,2,7,3,10,11,13,6.9,9.4,6.6,27.3,33,57,87.3,39.1,33.3,75.1,87.3,32.43,9.7,1.16,0.1,0,5,38.66,87.51,172.93,49.35,,1.438,41.54,42.28,6.6,6.87,https://www.valueresearchonline.com/stocks/307758/syrma-sgs-technology-ltd/,20,20,5,5,15,3,115,68,High,59.13,0.6,29,48.33,Medium,55.35,Average,High
Blue Dart Express Limited,BLUEDART,INE233B01017,526612,Industrials,Integrated Freight & Logistics,11804,Small Cap,,9,6,6,3,17.3,25.4,6.4,6.7,4.02,7.4,5.9,13.3,13.1,-8.3,18.8,-2,47.7,228.17,6.6,,0.5,0,5,2.7,-11.1,-20.36,-11.76,-3.11,0.924,29.05,,3.42,3.63,https://www.valueresearchonline.com/stocks/41424/blue-dart-express-ltd/,15,20,25,10,15,7,115,92,High,80,0.6,39,65,Medium,74.75,Good,High
Intrasoft Technologies Limited,ISFT,INE566K01011,533181,Consumer Cyclical,Internet Retail,127,Small Cap,,,,,,5.8,6.1,4.4,3,2.43,5.3,5.3,-2.7,4.7,16.4,9.7,4.7,9.6,51.54,0.5,2.04,0,0.1,5,-5.06,-15.28,-30.35,-17.76,-3.43,1.013,40.07,43.06,0.07,0,https://www.valueresearchonline.com/stocks/45363/intrasoft-technologies-ltd/,5,10,5,5,15,15,115,55,High,47.83,0,0,0,None,47.83,Average,Medium
Intellect Design Arena Limited,INTELLECT,INE306R01017,538835,Technology,Software—Application,10468,Small Cap,,,,,,13.4,17.3,8,12.2,11.36,21.5,10.8,15.2,11.1,11.4,7.1,3.1,30.3,32.09,3.3,9.77,0.9,0,5,7.03,-19.96,-30.58,7.79,0.54,1.149,41.73,29.73,25.57,0.5,https://www.valueresearchonline.com/stocks/46109/intellect-design-arena-ltd/,20,10,12,10,15,11,115,78,High,67.83,0,0,0,None,67.83,Good,Medium
R R Kabel Limited,RRKABEL,INE777K01022,543981,Industrials,Electrical Equipment & Parts,28174,Small Cap,4,9,7,3,10,20.8,28.4,12.1,7.1,5.06,27.6,20.2,29,62.6,37.4,29.5,57.9,57.2,44.5,10.9,0.99,0.4,0.1,5,27.76,84.26,84.43,,,1.105,36.17,61.65,9.1,1.91,https://www.valueresearchonline.com/stocks/324728/r-r-kabel-ltd/,20,20,25,10,15,3,115,93,High,80.87,1,75,75,High,78.82,Good,High
Rubfila International Limited,RUBFILA,INE642C01025,500367,Basic Materials,Specialty Chemicals,382,Small Cap,4,5,6,7,6,10.4,14.1,,,4.48,,,,,,,,14.4,313.96,1.2,,2.8,0,2,-11.17,16.72,-6.64,,,0.852,32.65,,,,https://www.valueresearchonline.com/stocks/44121/rubfila-international-ltd/,,,12,,15,15,55,42,Low,76.36,1,67.5,67.5,High,73.26,Good,High
Ambica Agarbathies & Aroma industries Limited,AMBICAAGAR,INE792B01012,532335,Consumer Defensive,Household & Personal Products,42,Small Cap,,,,,,0.5,7.7,1.5,5.6,2.13,14.1,6.4,-0.1,604.5,10.9,4.7,604.5,12.3,40.89,0.4,0.02,0,0.6,5,3.19,-2.11,-14.82,-12.38,4.24,0.632,31.57,43.41,0,0,https://www.valueresearchonline.com/stocks/41002/ambica-agarbathies-aroma-industries-ltd/,5,10,5,10,11,15,115,56,High,48.7,0,0,0,None,48.7,Average,Medium
Bigbloc Construction Limited,BIGBLOC,INE412U01025,540061,Industrials,Building Products & Equipment,110,Small Cap,,,,,,-7.6,-1.6,,,2.88,,,,,,,,15.3,53.34,1.3,,0,,0,14.87,-32.64,-12.86,-32.79,-5.84,1.594,53.14,,,,https://www.valueresearchonline.com/stocks/44075/semac-construction-ltd/,,,5,,,15,40,20,Low,50,0,0,0,None,50,Average,Medium
21st Century Management Services Limited,21STCENMGM,INE253B01015,526921,Financial Services,Capital Markets,33.7,Small Cap,,,,,,-57.2,-57,-49.8,17,141.18,-115,-45.8,-218.2,-115,-45.8,-218.2,-288,,30.67,1.1,,0,0,2,2.98,-37.58,-47.91,13.93,9.59,0.226,24.03,64.43,0,0,https://www.valueresearchonline.com/stocks/44949/21st-century-management-services-ltd/,5,5,5,20,15,15,115,65,High,56.52,0,0,0,None,56.52,Average,Medium
Hatsun Agro Product Limited,HATSUN,INE473B01035,531531,Consumer Defensive,Packaged Foods,20434,Small Cap,,,,,,16.9,14.6,,,3.94,,,,,,,,57.4,25.07,10.5,,1.7,0.3,2,-0.37,-6.22,-1.63,-0.46,0.44,0.795,31.55,,,,https://www.valueresearchonline.com/stocks/231356/hatsun-agro-products-ltd-hatsunpp/,,,5,,15,3,55,23,Low,41.82,0,0,0,None,41.82,Average,Medium
Shipping Corporation Of India Limited,SCI,INE109A01011,523598,Industrials,Marine Shipping,14528,Small Cap,,5,7,6,10,10.6,10.1,10.6,19.4,23.41,3.1,-0.1,9.3,60.4,15.8,14.2,60.4,10.7,15.04,1.6,0.18,2.4,0.2,5,-1.42,26.61,40.65,45.25,36.38,1.331,43.85,63.75,8.98,1.89,https://www.valueresearchonline.com/stocks/44369/shipping-corporation-of-india-ltd/,10,15,12,20,15,15,115,87,High,75.65,0.6,39.5,65.83,Medium,72.21,Good,High
HDFC Life Insurance Company Limited,HDFCLIFE,INE795G01014,540777,Financial Services,Insurance—Life,127177,Large Cap,,,,,,11.5,10,0.5,,,11.3,11,15.3,5.6,11.8,7,5.4,,122.91,7.3,,0.4,0.2,4,5.5,9.94,-0.4,11.02,10.19,0.884,21.33,50.21,22.52,2.71,https://www.valueresearchonline.com/stocks/203087/hdfc-life-insurance-co-ltd/,20,10,12,,15,3,95,60,High,63.16,0,0,0,None,63.16,Good,Medium
Dam Capital Advisors Limited,DAMCAPITAL,INE284H01025,544316,Financial Services,Capital Markets,1055,Small Cap,,10,8,8,1,48.8,64.1,17,44.9,30.8,-4.5,39.5,44.2,-7.2,68.1,70.5,-15.6,14.5,50.02,3.2,,0.7,0,4,-6.76,-31.58,-42.67,,,1.741,43.26,40,2.19,6.97,https://www.valueresearchonline.com/stocks/355657/dam-capital-advisors-ltd/,20,20,25,20,15,11,115,111,High,96.52,0.6,45,75,Medium,88.99,Excellent,High
HBL Engineering Limited,HBLENGINE,INE292B01021,517271,Industrials,Electrical Equipment & Parts,14,Small Cap,,,,,,0,-143,-43.3,-141.7,-294.74,-22.9,-45.8,-37.5,3.4,-9.8,-256.9,3.4,,22.69,-0.1,,0,-1.1,1,-8.84,-13.65,-57.54,-40.84,-46.41,1.416,46.08,,,,https://www.valueresearchonline.com/stocks/44955/ub-engineering-ltd/,5,5,5,5,15,,100,35,High,35,0,0,0,None,35,Poor,Medium
SG Finserve Limited,SGFIN,INE618R01015,539199,Financial Services,Capital Markets,3869,Small Cap,4,5,6,4,10,10.9,9.3,3.8,91.7,38.44,95.3,100.5,186.7,43.5,82.1,159.7,50.1,30.3,33.92,2.6,0.6,0,1.9,4,0.4,62.5,,,,0.941,41.08,52.92,0.26,1.42,https://www.valueresearchonline.com/stocks/92093/sg-finserve-ltd/,20,20,12,20,15,11,115,98,High,85.22,1,67,67,High,78.84,Good,High
Keystone Realtors Limited,RUSTOMJEE,INE263M01029,543669,Real Estate,Real Estate—Development,4850,Small Cap,,3,5,7,1,8.3,11.6,1.4,4,3,31.5,56.6,10.6,-54.1,-1.3,67.6,-54.2,61.5,33.89,1.7,,0,0.1,5,-2.63,-18.53,-32.15,-11.3,,0.825,33.12,74.59,2.54,9.17,https://www.valueresearchonline.com/stocks/311949/keystone-realtors-ltd/,15,20,12,5,15,3,115,70,High,60.87,0.6,25,41.67,Medium,54.15,Average,High
Vikram Solar Limited,VIKRAMSOLR,INE078V01014,544488,Technology,Solar,6720,Small Cap,,3,8,5,6,16.6,27.3,16.4,15.7,9.79,40.3,25.5,15.9,239.2,61.6,44.1,206.1,14.3,39.57,2.1,0.07,0,0,5,-7.28,-22.47,,,,1.301,45.7,63.01,2.94,0.9,https://www.valueresearchonline.com/stocks/368246/vikram-solar-ltd/,20,20,25,10,15,15,115,105,High,91.3,0.6,31.5,52.5,Medium,77.72,Good,High
Servotech Renewable Power System Limited,SERVOTECH,INE782X01033,,Industrials,Electrical Equipment & Parts,7,Small Cap,,,,,,0,-129,2.7,0.7,0,369.1,415.6,,105,-50.7,17.3,105,298.9,46.99,-6.1,2.85,0,-0.3,4,3.12,3.98,19.05,41.55,42.29,1.639,52.99,28.08,0,0,https://www.valueresearchonline.com/stocks/44316/servotech-industries-ltd/,,20,5,5,15,3,95,48,High,50.53,0,0,0,None,50.53,Average,Medium
International Conveyors Limited,INTLCONV,INE575C01027,509709,Industrials,Specialty Industrial Machinery,523,Small Cap,5,8,8,8,5,29,29.5,12.7,18.1,31.92,40.4,-0.3,4.7,-25.4,33.5,32.7,-25.7,7.6,53.34,1.2,,0.6,0,5,3.35,-10.42,13.86,27.04,28.83,1.303,36.47,56.62,0.85,0.54,https://www.valueresearchonline.com/stocks/42663/international-conveyors-ltd/,5,20,25,20,15,15,115,100,High,86.96,1,85,85,High,86.27,Excellent,High
Blue Star Limited,BLUESTARCO,INE472A01039,500067,Industrials,Building Products & Equipment,33649,Mid Cap,,7,7,4,4,20.9,27.6,6.3,6.1,4.26,3.6,15.8,23.8,-4.4,25.9,40.8,-10.8,63.8,101.49,9.8,,0.5,0,5,3.35,-12.02,13.86,27.04,28.83,1.145,30.71,36.3,13.8,5.74,https://www.valueresearchonline.com/stocks/41428/blue-star-ltd/,20,20,25,10,15,3,115,93,High,80.87,0.6,34.5,57.5,Medium,72.69,Good,High
Mangal Credit and Fincorp Limited,MANCREDIT,INE545L01039,505850,Financial Services,Credit Services,493,Small Cap,,,,,,10.1,12.1,3.5,74.6,21.43,41,48.9,44,23.6,32.4,29.1,10.2,32.2,126.64,2.9,3.16,0.3,0,5,38.89,46.26,18.13,,,0.345,29.24,55.25,0,0.1,https://www.valueresearchonline.com/stocks/202928/mangal-credit-and-fincorp-ltd/,20,20,12,15,15,11,115,93,High,80.87,0,0,0,None,80.87,Excellent,Medium
Piramal Finance Limited,PIRAMALFIN,INE202B01038,544597,Financial Services,Credit Services,48256,Mid Cap,,,,,,5.5,7.7,1.5,36.5,12.71,15.4,21.5,6.2,210.3,30.1,16,,32.1,16.63,1.7,1.49,0.5,2.9,4,5.5,27.59,-0.4,11.02,10.19,0.22,34.69,46.16,14.63,7.28,https://www.valueresearchonline.com/stocks/41793/piramal-finance-ltd/,10,20,5,10,15,15,115,75,High,65.22,0,0,0,None,65.22,Good,Medium
Blue Jet Healthcare Limited,BLUEJET,INE0KBH01020,544009,Healthcare,Biotechnology,9137,Small Cap,1,5,2,3,3,30.9,41.1,16.2,28.5,26.19,-8,14.6,,-18.8,18.9,,-18.8,36.9,50.65,6.7,,0.2,0,4,19.62,5.81,-39.14,,,1.565,50.13,79.81,0.89,2.88,https://www.valueresearchonline.com/stocks/325940/blue-jet-healthcare-ltd/,,,25,20,15,11,75,71,Medium,94.67,1,28.5,28.5,High,71.51,Good,High
Pioneer Embroideries Limited,PIONEEREMB,INE156C01018,514300,Consumer Cyclical,Textile Manufacturing,69,Small Cap,,,,,,3.1,6.5,,,0.3,,,,,,,,113.1,58.86,0.4,,0,0.2,2,-14.56,-17.38,-47.76,-16.09,-16.39,1.629,44.52,,,,https://www.valueresearchonline.com/stocks/43786/pioneer-embroideries-ltd/,,,5,,15,3,55,23,Low,41.82,0,0,0,None,41.82,Average,Medium
Visaka Industries Limited,VISAKAIND,INE392A01021,509055,Industrials,Building Products & Equipment,651,Small Cap,2,1,6,4,7,-0.4,3.4,6.2,4.4,5.07,8.7,0.5,7.9,1351.6,-12.3,-19.4,2935.6,7.6,10.62,0.8,0,1.6,0.1,4,4.36,17.31,-10.14,-6.37,-10.91,0.992,33.54,53.24,0.1,0.15,https://www.valueresearchonline.com/stocks/45141/visaka-industries-ltd/,10,5,5,5,15,15,115,55,High,47.83,1,40,40,High,45.09,Average,High
