Sr. No.,Company name,ISIN,BSE Symbol, BSE 6 month Avg Total Market Cap in (Rs. Crs.) ,NSE Symbol, NSE 6 month Avg Total Market Cap (Rs. Crs.) ,MSEI Symbol, MSEI 6 month Avg Total Market Cap in (Rs Crs.) ,Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
1487,Concord Enviro Systems Limited,INE037Z01029,CEWATER,"  1,043.77 ",CEWATER,"  1,043.78 ",-, - ,"  1,043.77 ",Small Cap
1488,Radhika Jeweltech Limited,INE583V01021,RADHIKAJWE,"  1,038.06 ",RADHIKAJWE,"  1,037.98 ",-, - ,"  1,038.02 ",Small Cap
1489,Kwality Pharmaceuticals Limited,INE552U01010,KPL,"  1,035.01 ",-, - ,-, - ,"  1,035.01 ",Small Cap
1490,Innovana Thinklabs Limited,INE403Y01018,INNOVANA,"  1,034.55 ",INNOVANA,"  1,027.69 ",-, - ,"  1,031.12 ",Small Cap
1491,GKW Ltd.,INE528A01020,-, - ,GKWLIMITED,"  1,030.11 ",-, - ,"  1,030.11 ",Small Cap
1492,New Delhi Television Limited,INE155G01029,NDTV,"  1,030.03 ",NDTV,"  1,029.07 ",-, - ,"  1,029.55 ",Small Cap
1493,Fairchem Organics Limited,INE0DNW01011,FAIRCHEMOR,"  1,026.86 ",FAIRCHEMOR,"  1,027.09 ",-, - ,"  1,026.98 ",Small Cap
1494,Khaitan Chemicals & Fertilizers Ltd,INE745B01028,KHAICHEM,"  1,024.92 ",KHAICHEM,"  1,027.40 ",-, - ,"  1,026.16 ",Small Cap
1495,LKP Finance Limited,INE724A01017,LKPFIN,"  1,024.37 ",-, - ,-, - ,"  1,024.37 ",Small Cap
1496,Saint-Gobain Sekurit India Ltd.,INE068B01017,SEKURITIND,"  1,022.22 ",-, - ,-, - ,"  1,022.22 ",Small Cap
1497,FEDDERS HOLDING LIMITED,INE417D01020,FEDDERSHOL,"  1,022.12 ",-, - ,-, - ,"  1,022.12 ",Small Cap
1498,Amal Ltd,INE841D01013,AMAL,"  1,021.65 ",-, - ,-, - ,"  1,021.65 ",Small Cap
1499,AEROFLEX ENTERPRISES LIMITED,INE065D01027,AEROENTER,"  1,019.39 ",AEROENTER,"  1,019.81 ",-, - ,"  1,019.60 ",Small Cap
1500,Indo Amines Ltd.,INE760F01028,INDOAMIN,"  1,014.68 ",INDOAMIN,"  1,014.87 ",-, - ,"  1,014.77 ",Small Cap
1501,IST Limited,INE684B01029,ISTLTD,"  1,014.68 ",-, - ,-, - ,"  1,014.68 ",Small Cap
1502,Dharmaj Crop Guard Limited,INE00OQ01016,DHARMAJ,"  1,014.09 ",DHARMAJ,"  1,014.24 ",-, - ,"  1,014.16 ",Small Cap
1503,Bharat Seats Ltd,INE415D01024,BHARATSE,"  1,013.39 ",BHARATSE,"  1,013.73 ",-, - ,"  1,013.56 ",Small Cap
1504,Gala Precision Engineering Limited,INE0RE001014,GALAPREC,"  1,012.82 ",GALAPREC,"  1,012.45 ",-, - ,"  1,012.64 ",Small Cap
1505,Oswal Greentech Limited,INE143A01010,OSWALGREEN,"  1,012.66 ",OSWALGREEN,"  1,012.45 ",-, - ,"  1,012.56 ",Small Cap
1506,BMW INDUSTRIES LIMITED,INE374E01021,BMW,"  1,009.51 ",-, - ,-, - ,"  1,009.51 ",Small Cap
1507,Denta Water and Infra Solutions Limited,INE0R4L01018,DENTA,"  1,002.90 ",DENTA,"  1,002.68 ",-, - ,"  1,002.79 ",Small Cap
1508,Gujarat Natural Resources Limited,INE207H01018,GNRL,  998.42 ,-, - ,-, - ,  998.42 ,Small Cap
1509,PRAVEG LIMITED,INE722B01019,PRAVEG,  997.82 ,-, - ,-, - ,  997.82 ,Small Cap
1510,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,SRHHYPOLTD,  996.33 ,SRHHYPOLTD,  997.09 ,-, - ,  996.71 ,Small Cap
1511,Gandhi Special Tubes Ltd.,INE524B01027,GANDHITUBE,  995.27 ,GANDHITUBE,  995.51 ,-, - ,  995.39 ,Small Cap
1512,Fabtech Technologies Limited,INE0HF201011,FABTECH,  988.66 ,FABTECH,  988.40 ,-, - ,  988.53 ,Small Cap
1513,Jaybharat Textiles And Real Estate Limited,INE091E01039,JAYTEX,  986.71 ,-, - ,-, - ,  986.71 ,Small Cap
1514,KRISHIVAL FOODS LIMITED,INE0GGO01015,KRISHIVAL,  989.33 ,KRISHIVAL,  977.58 ,-, - ,  983.45 ,Small Cap
1515,Uttam Sugar Mills Ltd,INE786F01031,UTTAMSUGAR,  980.51 ,UTTAMSUGAR,  980.98 ,-, - ,  980.75 ,Small Cap
1516,Xchanging Solutions Limited,INE692G01013,XCHANGING,  979.18 ,XCHANGING,  979.05 ,-, - ,  979.12 ,Small Cap
1517,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,INE147P01019,JPOLYINVST,  977.13 ,JPOLYINVST,  977.38 ,-, - ,  977.26 ,Small Cap
1518,Oswal Agro Mills Ltd.,INE142A01012,OSWALAGRO,  976.86 ,OSWALAGRO,  976.60 ,-, - ,  976.73 ,Small Cap
1519,TAAL Enterprises Limited,INE524T01011,TAALENT,  976.21 ,-, - ,-, - ,  976.21 ,Small Cap
1520,PNGS GARGI FASHION JEWELLERY LIMITED,INE0NT601018,GARGI,  971.74 ,-, - ,-, - ,  971.74 ,Small Cap
1521,MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,MVGJL,  971.20 ,MVGJL,  971.14 ,-, - ,  971.17 ,Small Cap
1522,Allied Digital Services Limited,INE102I01027,ADSL,  969.13 ,ADSL,  968.27 ,-, - ,  968.70 ,Small Cap
1523,INDIA SOLOMON HOLDINGS LIMITED,INE00WT01013,-, - ,-, - ,ISHL,  968.68 ,  968.68 ,Small Cap
1524,Taneja Aerospace & Aviation Ltd.,INE692C01020,TANAA,  967.78 ,-, - ,-, - ,  967.78 ,Small Cap
1525,Hexa Tradex Limited,INE750M01017,HEXATRADEX,  968.17 ,HEXATRADEX,  966.01 ,-, - ,  967.09 ,Small Cap
1526,Gulshan Polyols Ltd.,INE255D01024,GULPOLY,  965.30 ,GULPOLY,  965.13 ,-, - ,  965.21 ,Small Cap
1527,Silver Touch Technologies Limited,INE625X01018,SILVERTUC,  961.03 ,SILVERTUC,  961.51 ,-, - ,  961.27 ,Small Cap
1528,Jay Bharat Maruti Ltd.,INE571B01036,JAYBARMARU,  960.43 ,JAYBARMARU,  960.18 ,-, - ,  960.31 ,Small Cap
1529,Kuantum Papers Limited,INE529I01021,KUANTUM,  960.11 ,KUANTUM,  959.02 ,-, - ,  959.57 ,Small Cap
1530,Tamilnadu Petroproducts Ltd,INE148A01019,TNPETRO,  956.31 ,TNPETRO,  956.49 ,-, - ,  956.40 ,Small Cap
1531,GIC Housing Finance Ltd.,INE289B01019,GICHSGFIN,  955.28 ,GICHSGFIN,  955.21 ,-, - ,  955.24 ,Small Cap
1532,Prime Securities Ltd.,INE032B01021,PRIMESECU,  954.54 ,PRIMESECU,  953.46 ,-, - ,  954.00 ,Small Cap
1533,IFB Agro Industries Ltd,INE076C01018,IFBAGRO,  953.91 ,IFBAGRO,  951.86 ,-, - ,  952.88 ,Small Cap
1534,FERMENTA BIOTECH LIMITED,INE225B01021,FERMENTA,  952.39 ,-, - ,-, - ,  952.39 ,Small Cap
1535,Aditya Birla  Money Ltd,INE865C01022,BIRLAMONEY,  950.88 ,BIRLAMONEY,  950.16 ,-, - ,  950.52 ,Small Cap
1536,Popular Vehicles and Services Limited,INE772T01024,PVSL,  945.49 ,PVSL,  946.01 ,-, - ,  945.75 ,Small Cap
1537,NCL Industries Limited,INE732C01016,NCLIND,  945.07 ,NCLIND,  945.95 ,-, - ,  945.51 ,Small Cap
1538,ALLCARGO GATI LIMITED,INE152B01027,ACLGATI,  945.43 ,-, - ,-, - ,  945.43 ,Small Cap
1539,Sastasundar Ventures Limited,INE019J01013,SASTASUNDR,  943.92 ,SASTASUNDR,  945.12 ,-, - ,  944.52 ,Small Cap
1540,Elin Electronics Limited,INE050401020,ELIN,  941.71 ,ELIN,  941.81 ,-, - ,  941.76 ,Small Cap
1541,SKM Egg Products Exports (India) Lt,INE411D01015,SKMEGGPROD,  940.89 ,SKMEGGPROD,  941.10 ,-, - ,  940.99 ,Small Cap
1542,Vakrangee Limited,INE051B01021,VAKRANGEE,  940.43 ,VAKRANGEE,  939.50 ,-, - ,  939.96 ,Small Cap
1543,Zuari Industries Limited,INE217A01012,ZUARIIND,  939.25 ,ZUARIIND,  939.11 ,-, - ,  939.18 ,Small Cap
1544,Everest Industries Ltd.,INE295A01018,EVERESTIND,  936.49 ,EVERESTIND,  936.37 ,-, - ,  936.43 ,Small Cap
1545,Sar  Auto Products Limited,INE002E01010,SAPL,  935.27 ,-, - ,-, - ,  935.27 ,Small Cap
1546,AVISHKAR INFRA REALTY LIMITED,INE433O01024,AIRLTD,  935.18 ,-, - ,AIRLTD,  934.95 ,  935.06 ,Small Cap
1547,Likhitha Infrastructure Limited,INE060901027,LIKHITHA,  934.11 ,LIKHITHA,  933.97 ,-, - ,  934.04 ,Small Cap
1548,REGAAL RESOURCES LIMITED,INE0MHO01029,REGAAL,  930.77 ,REGAAL,  930.26 ,-, - ,  930.52 ,Small Cap
1549,TVS Electronics Ltd.,INE236G01019,TVSELECT,  925.47 ,TVSELECT,  924.37 ,-, - ,  924.92 ,Small Cap
1550,UNITED FOODBRANDS LIMITED,INE382M01027,UFBL,  924.84 ,UFBL,  924.65 ,-, - ,  924.75 ,Small Cap
1551,Aryaman Financial Services Ltd.,INE032E01017,ARYAMAN,  924.18 ,-, - ,-, - ,  924.18 ,Small Cap
1552,A B Cotspin India Limited,INE08PH01015,ABCOTS ,  921.02 ,ABCOTS,  920.23 ,-, - ,  920.62 ,Small Cap
1553,Macpower CNC Machines Ltd.,INE155Z01011,-, - ,MACPOWER,  915.67 ,-, - ,  915.67 ,Small Cap
1554,Valiant Organics Limited,INE565V01010,VALIANTORG,  920.72 ,VALIANTORG,  906.20 ,-, - ,  913.46 ,Small Cap
1555,Z.F. Steering Gear (India) Limited,INE116C01012,ZFSTEERING,  907.59 ,-, - ,-, - ,  907.59 ,Small Cap
1556,Tembo Global Industries Ltd.,INE869Y01010,-, - ,TEMBO,  907.53 ,-, - ,  907.53 ,Small Cap
1557,Beekay Steel Industries Ltd.,INE213D01015,BEEKAY,  907.21 ,-, - ,-, - ,  907.21 ,Small Cap
1558,Forbes Precision Tools and Machine Parts Limited,INE0TT901016,TOTEM,  906.90 ,-, - ,-, - ,  906.90 ,Small Cap
1559,U.P. Hotels Ltd.,INE726E01014,UPHOT,  905.35 ,-, - ,-, - ,  905.35 ,Small Cap
1560,Kabra Extrusion Technik Ltd,INE900B01029,KABRAEXTRU,  903.37 ,KABRAEXTRU,  903.57 ,-, - ,  903.47 ,Small Cap
1561,Enkei wheels (India) Limited,INE130L01014,ENKEIWHEL,  898.40 ,-, - ,-, - ,  898.40 ,Small Cap
1562,Arrow Greentech Limited,INE570D01018,ARROWGREEN,  895.46 ,ARROWGREEN,  895.40 ,-, - ,  895.43 ,Small Cap
1563,Bharat Parenterals Limited,INE365Y01019,BPLPHARMA,  895.30 ,-, - ,-, - ,  895.30 ,Small Cap
1564,BEST AGROLIFE LIMITED,INE052T01013,BESTAGRO,  894.76 ,BESTAGRO,  894.39 ,-, - ,  894.57 ,Small Cap
1565,Dish TV India Limited,INE836F01026,DISHTV,  893.78 ,DISHTV,  892.45 ,-, - ,  893.12 ,Small Cap
1566,Consolidated Construction Consortium Ltd,INE429I01024,CCCL,  892.59 ,CCCL,  891.53 ,-, - ,  892.06 ,Small Cap
1567,Mac Charles (India) Ltd.,INE435D01014,MCCHRLS-B,  889.47 ,-, - ,-, - ,  889.47 ,Small Cap
1568,Vadilal Enterprises Ltd.,INE693D01018,VADILENT,  888.79 ,-, - ,-, - ,  888.79 ,Small Cap
1569,VEEFIN SOLUTIONS LIMITED,INE0Q0M01015,VEEFIN,  888.37 ,-, - ,-, - ,  888.37 ,Small Cap
1570,T.V.Today Network Limited,INE038F01029,TVTODAY,  888.03 ,TVTODAY,  887.92 ,-, - ,  887.98 ,Small Cap
1571,Kothari Petrochem Ltd.,INE720A01015,-, - ,KOTHARIPET,  886.80 ,-, - ,  886.80 ,Small Cap
1572,Trans Globe NKS Holdings Limited,INE00R101010,-, - ,-, - ,TRANSGLOB,  886.59 ,  886.59 ,Small Cap
1573,Chemfab Alkalis Ltd,INE783X01023,CHEMFAB,  885.62 ,CHEMFAB,  885.61 ,-, - ,  885.61 ,Small Cap
1574,Sandesh Ltd.,INE583B01015,SANDESH,  885.35 ,SANDESH,  885.52 ,-, - ,  885.43 ,Small Cap
1575,Dhampur Sugar Mills Ltd.,INE041A01016,DHAMPURSUG,  872.79 ,DHAMPURSUG,  880.61 ,-, - ,  876.70 ,Small Cap
1576,MERCURY EV-TECH LIMITED,INE763M01028,MERCURYEV,  876.61 ,-, - ,-, - ,  876.61 ,Small Cap
1577,Morganite Crucible (India) Limited,INE599F01020,MORGANITE,  876.22 ,-, - ,-, - ,  876.22 ,Small Cap
1578,Anuh Pharma Ltd.,INE489G01022,ANUHPHR,  876.19 ,ANUHPHR,  876.06 ,-, - ,  876.12 ,Small Cap
1579,BEML Land Assets Limited,INE0N7W01012,BLAL,  875.12 ,BLAL,  875.13 ,-, - ,  875.13 ,Small Cap
1580,Hazoor Multi Projects Limited,INE550F01049,HAZOOR,  874.18 ,-, - ,-, - ,  874.18 ,Small Cap
1581,Mahamaya Steel Industries Limited,INE451L01014,MAHASTEEL,  874.32 ,MAHASTEEL,  872.36 ,-, - ,  873.34 ,Small Cap
1582,RDB INFRASTRUCTURE AND POWER LIMITED,INE245L01028,RDBIPL,  870.82 ,-, - ,-, - ,  870.82 ,Small Cap
1583,Shiva Cement Ltd.,INE555C01029,SHIVACEM,  870.23 ,-, - ,-, - ,  870.23 ,Small Cap
1584,AIRFLOA RAIL TECHNOLOGY LIMITED,INE0XBS01012,AIRFLOA,  868.55 ,-, - ,-, - ,  868.55 ,Small Cap
1585,Shree Vasu Logistics Ltd.,INE00CE01017,-, - ,SVLL,  867.23 ,-, - ,  867.23 ,Small Cap
1586,Munjal Auto Industries Ltd.,INE672B01032,MUNJALAU,  855.23 ,MUNJALAU,  855.07 ,-, - ,  855.15 ,Small Cap
1587,Suyog Telematics Limited,INE442P01014,SUYOG,  850.79 ,SUYOG,  858.58 ,-, - ,  854.69 ,Small Cap
1588,AVADH SUGAR & ENERGY LIMITED,INE349W01017,AVADHSUGAR,  854.55 ,AVADHSUGAR,  854.48 ,-, - ,  854.51 ,Small Cap
1589,Jaiprakash Associates Limited,INE455F01025,JPASSOCIAT,  859.52 ,JPASSOCIAT,  847.75 ,-, - ,  853.63 ,Small Cap
1590,NGL Fine Chem Ltd.,INE887E01022,NGLFINE,  852.68 ,NGLFINE,  852.72 ,-, - ,  852.70 ,Small Cap
1591,SNOWMAN LOGISTICS LIMITED,INE734N01019,SNOWMAN,  852.04 ,SNOWMAN,  851.73 ,-, - ,  851.89 ,Small Cap
1592,TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,INE400A01014,TUTIALKA,  849.70 ,-, - ,-, - ,  849.70 ,Small Cap
1593,JITF INFRALOGISTICS LIMITED,INE863T01013,JITFINFRA,  845.96 ,JITFINFRA,  844.71 ,-, - ,  845.34 ,Small Cap
1594,Dhunseri Investments Ltd,INE320L01011,DHUNINV,  844.92 ,DHUNINV,  845.02 ,-, - ,  844.97 ,Small Cap
1595,KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,KRYSTAL,  843.91 ,KRYSTAL,  843.72 ,-, - ,  843.82 ,Small Cap
1596,Oricon Enterprises Ltd.,INE730A01022,ORICONENT,  842.19 ,ORICONENT,  842.94 ,-, - ,  842.56 ,Small Cap
1597,STEL Holdings Limited,INE577L01016,STEL,  840.33 ,STEL,  840.87 ,-, - ,  840.60 ,Small Cap
1598,Synergy Green Industries Limited,INE00QT01015,SGIL,  838.81 ,SGIL,  839.44 ,-, - ,  839.13 ,Small Cap
1599,Veritas (India) Limited,INE379J01029,VERITAS,  838.27 ,-, - ,-, - ,  838.27 ,Small Cap
1600,Wanbury Limited,INE107F01022,WANBURY,  835.69 ,WANBURY,  833.92 ,-, - ,  834.81 ,Small Cap
1601,Chemcon Speciality Chemicals Limited,INE03YM01018,CHEMCON,  834.15 ,CHEMCON,  833.86 ,-, - ,  834.00 ,Small Cap
1602,Bhageria Industries Limited,INE354C01027,BHAGERIA,  831.45 ,BHAGERIA,  831.43 ,-, - ,  831.44 ,Small Cap
1603,Automotive Stampings and Assemblies Ltd.,INE900C01027,ASAL,  830.10 ,ASAL,  830.00 ,-, - ,  830.05 ,Small Cap
1604,Sarla Performance Fibers Ltd,INE453D01025,SARLAPOLY,  829.54 ,SARLAPOLY,  829.44 ,-, - ,  829.49 ,Small Cap
1605,Bigbloc Construction Limited,INE412U01025,BIGBLOC,  828.29 ,BIGBLOC,  827.49 ,-, - ,  827.89 ,Small Cap
1606,Coffee Day Enterprises Limited,INE335K01011,COFFEEDAY,  827.76 ,COFFEEDAY,  827.66 ,-, - ,  827.71 ,Small Cap
1607,Allcargo Terminals Limited,INE0NN701020,ATL,  836.84 ,ATL,  817.08 ,-, - ,  826.96 ,Small Cap
1608,VLS Finance Limited,INE709A01018,VLSFINANCE,  818.92 ,VLSFINANCE,  833.74 ,-, - ,  826.33 ,Small Cap
1609,Voith Paper Fabrics India Ltd,INE285C01015,VOITHPAPR,  824.40 ,-, - ,-, - ,  824.40 ,Small Cap
1610,Zelio E Mobility Limited,INE1B3501014,ZELIO,  819.28 ,-, - ,-, - ,  819.28 ,Small Cap
1611,GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,GKSL,  817.60 ,GKSL,  818.04 ,-, - ,  817.82 ,Small Cap
1612,Ratnaveer Precision Engineering Limited,INE05CZ01011,RATNAVEER,  827.48 ,RATNAVEER,  803.30 ,-, - ,  815.39 ,Small Cap
1613,Jagatjit Industries Ltd.,INE574A01016,JAGAJITIND,  815.01 ,-, - ,-, - ,  815.01 ,Small Cap
1614,Rajapalayam Mills Limited,INE296E01026,RAJPALAYAM,  813.34 ,-, - ,-, - ,  813.34 ,Small Cap
1615,Ambika Cotton Mills Ltd.,INE540G01014,AMBIKCO,  810.66 ,AMBIKCO,  810.51 ,-, - ,  810.58 ,Small Cap
1616,UTSAV SECURITIES LIMITED,INE01A801013,-, - ,-, - ,UTSAV,  810.04 ,  810.04 ,Small Cap
1617,Permanent Magnets Ltd.,INE418E01018,PERMAGN,  809.45 ,-, - ,-, - ,  809.45 ,Small Cap
1618,United Polyfab Gujarat Ltd.,INE368U01029,-, - ,UNITEDPOLY,  808.35 ,-, - ,  808.35 ,Small Cap
1619,Viceroy Hotels Ltd.,INE048C01025,VHLTD,  809.69 ,VHLTD,  805.63 ,-, - ,  807.66 ,Small Cap
1620,A.K.Capital Services Ltd.,INE701G01012,AKCAPIT,  807.55 ,-, - ,-, - ,  807.55 ,Small Cap
1621,VTM Ltd,INE222F01029,VTMLTD,  807.38 ,-, - ,-, - ,  807.38 ,Small Cap
1622,Arfin India Limited,INE784R01023,ARFIN,  784.63 ,ARFIN,  829.92 ,-, - ,  807.28 ,Small Cap
1623,Bright Outdoor Media Limited,INE0OMI01019,BRIGHT,  806.40 ,-, - ,-, - ,  806.40 ,Small Cap
1624,NISUS FINANCE SERVICES CO LIMITED,INE0DQN01013,NISUS,  805.34 ,-, - ,-, - ,  805.34 ,Small Cap
1625,Indo Borax & Chemicals Ltd.,INE803D01021,INDOBORAX,  804.53 ,INDOBORAX,  804.58 ,-, - ,  804.55 ,Small Cap
1626,Advance Agrolife Limited,INE1B0W01010,ADVANCE,  804.22 ,ADVANCE,  804.72 ,-, - ,  804.47 ,Small Cap
1627,Eldeco Housing & Ind. Ltd.,INE668G01021,ELDEHSG,  805.14 ,ELDEHSG,  802.96 ,-, - ,  804.05 ,Small Cap
1628,Sakar Healthcare Ltd.,INE732S01012,-, - ,SAKAR,  803.10 ,-, - ,  803.10 ,Small Cap
1629,NINtec Systems Limited,INE395U01014,NINSYS,  801.54 ,NINSYS,  801.08 ,-, - ,  801.31 ,Small Cap
1630,MALLCOM (INDIA) LTD.,INE389C01015,MALLCOM,  799.54 ,MALLCOM,  799.92 ,-, - ,  799.73 ,Small Cap
1631,Bodal Chemicals Ltd,INE338D01028,BODALCHEM,  799.80 ,BODALCHEM,  799.61 ,-, - ,  799.71 ,Small Cap
1632,Mukka Proteins Limited,INE0CG401037,MUKKA,  799.28 ,MUKKA,  799.31 ,-, - ,  799.29 ,Small Cap
1633,Modern Insulators Ltd.,INE219W01012,MODINSU,  797.91 ,-, - ,-, - ,  797.91 ,Small Cap
1634,Transpek Industry Ltd.,INE687A01016,TRANSPEK,  793.71 ,-, - ,-, - ,  793.71 ,Small Cap
1635,Credo Brands Marketing Limited,INE220Q01020,MUFTI,  792.46 ,MUFTI,  792.07 ,-, - ,  792.27 ,Small Cap
1636,Kamat Hotels (India) ltd.,INE967C01018,KAMATHOTEL,  791.72 ,KAMATHOTEL,  791.91 ,-, - ,  791.82 ,Small Cap
1637,Valiant Communications Ltd.,INE760B01019,VALIANT,  787.49 ,-, - ,-, - ,  787.49 ,Small Cap
1638,SATIA INDUSTRIES LIMITED,INE170E01023,SATIA,  787.18 ,SATIA,  787.39 ,-, - ,  787.29 ,Small Cap
1639,Dwarikesh Sugar Industries Ltd.,INE366A01041,DWARKESH,  787.11 ,DWARKESH,  786.96 ,-, - ,  787.03 ,Small Cap
1640,KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,KECL,  787.01 ,KECL,  786.89 ,-, - ,  786.95 ,Small Cap
1641,Nahar Spinning Mills Ltd.,INE290A01027,NAHARSPING,  785.97 ,NAHARSPING,  786.35 ,-, - ,  786.16 ,Small Cap
1642,Kamdhenu Limited,INE390H01020,KAMDHENU,  786.05 ,KAMDHENU,  785.57 ,-, - ,  785.81 ,Small Cap
1643,Ritco Logistics Limited,INE01EG01016,RITCO,  786.73 ,RITCO,  784.69 ,-, - ,  785.71 ,Small Cap
1644,Nitta Gelatin India Ltd,INE265B01019,NITTAGELA,  781.16 ,-, - ,-, - ,  781.16 ,Small Cap
1645,Integra Engineering India Ltd.,INE984B01023,INTEGRAEN,  778.93 ,-, - ,-, - ,  778.93 ,Small Cap
1646,Apex Frozen Foods Limited,INE346W01013,APEX ,  778.33 ,APEX,  778.29 ,-, - ,  778.31 ,Small Cap
1647,Kopran Ltd.,INE082A01010,KOPRAN,  777.89 ,KOPRAN,  777.79 ,-, - ,  777.84 ,Small Cap
1648,KSE Ltd.,INE953E01022,KSE,  775.77 ,-, - ,-, - ,  775.77 ,Small Cap
1649,Magadh Sugar & Energy Limited,INE347W01011,MAGADSUGAR,  774.42 ,MAGADSUGAR,  774.70 ,-, - ,  774.56 ,Small Cap
1650,Anand Rayons Limited,INE02GA01012,ARL,  772.92 ,-, - ,-, - ,  772.92 ,Small Cap
1651,SHREE REFRIGERATIONS LIMITED,INE0FMZ01045,SHREEREF,  772.21 ,-, - ,-, - ,  772.21 ,Small Cap
1652,PATEL RETAIL LIMITED,INE0R8B01010,PATELRMART,  771.84 ,PATELRMART,  772.03 ,-, - ,  771.93 ,Small Cap
1653,20 Microns Limited,INE144J01027,20MICRONS,  771.22 ,20MICRONS,  771.02 ,-, - ,  771.12 ,Small Cap
1654,Ruby Mills Ltd.,INE301D01026,RUBYMILLS,  767.54 ,RUBYMILLS,  767.70 ,-, - ,  767.62 ,Small Cap
1655,GHCL Textiles Limited,INE0PA801013,GHCLTEXTIL,  767.50 ,GHCLTEXTIL,  767.47 ,-, - ,  767.48 ,Small Cap
